-2305843009213693952	-0.24607	23.2005	8.02204
-4611686018427387904	-0.174122	21.3788	10.7037
4971973988617027584	-0.235129	46.1247	18.1915
-8718968878589280256	0.157351	-93.3079	57.6638
2738188573441261568	-0.372833	76.1651	19.1606
-792633534417207296	-0.434771	522.277	118.897
-4107282860161892352	-0.285569	100.259	33.7585
0	-0.219907	259.71	116.646
-5764607523034234880	0.419799	-170.13	39.2884
2810246167479189504	-0.271483	92.2169	32.5995
1369094286720630784	-0.256261	48.3629	17.4823
-1152921504606846976	0.350447	-145.52	40.2387
-2017612633061982208	0.27061	-180.48	65.324
-6845471433603153920	0.572237	-1514.07	263.412
-720575940379279360	0.334333	-355.512	105.036
3746994889972252672	0.441629	-911.441	205.155
7205759403792793600	0.37088	-241.243	63.7765
216172782113783808	-0.233603	77.8778	31.9096
-3386706919782612992	0.399886	-485.188	120.082
-3458764513820540928	-0.0161939	27.9621	165.495
5836665117072162816	0.107262	-370.196	343.201
-5620492334958379008	0.173947	-147.831	83.4112
-9223372036854775808	0.0234327	-47.3984	197.007
-2233785415175766016	0.447878	-250.723	54.7568
-5332261958806667264	0.507057	-1201.83	235.823
6124895493223874560	-0.0437184	180.595	409.8
-1945555039024054272	0.0661395	-329.32	495.405
2522015791327477760	-0.226662	244.553	106.452
-8935141660703064064	-0.565478	208.829	35.7527
-5260204364768739328	0.314802	-241.961	75.5438
6196953087261802496	-0.151968	627.376	411.175
6269010681299730432	0.41326	-1013.2	243.93
-8791026472627208192	-0.221376	374.074	167.525
2666130979403333632	-0.297745	193.784	63.7483
3530822107858468864	-0.0625789	109.613	172.561
-7926335344172072960	-0.264721	265.109	98.7689
-936748722493063168	0.469155	-989.273	209.649
-3026418949592973312	-0.246944	42.0419	15.6199
8430738502437568512	0.0185348	-94.8231	505.2
1441151880758558720	-0.181558	93.653	50.032
-2161727821137838080	-0.250742	53.9567	20.1199
2305843009213693952	0.0436431	-131.057	297
-9151314442816847872	0.351366	-451.695	127.269
-2089670227099910144	-0.1215	6.72294	3.71025
-9079256848778919936	-0.183294	90.4644	47.8092
2377900603251621888	-0.0202741	30.5186	144.598
8070450532247928832	0.190849	-10.8318	4.15159
8574853690513424384	-0.103816	218.507	208.512
1585267068834414592	0.00785212	-13.2691	155.252
-3098476543630901248	0.31002	-44.8103	13.1314
8358680908399640576	0.31002	-44.8103	13.1314
-6485183463413514240	-0.207533	41.7359	18.6287
3674937295934324736	-0.145021	26.0847	16.2973
-7782220156096217088	-0.297745	193.784	63.7483
7133701809754865664	0.118492	-386.835	324.621
-4323455642275676160	-0.0527689	215.364	405.232
360287970189639680	0.31002	-44.8103	13.1314
3819052484010180608	0.200611	-221.885	109.106
-7638104968020361216	-0.258274	487.185	187.244
-1080863910568919040	-0.283797	168.978	58.1896
-8070450532247928832	0.12503	-268.084	212.617
-7710162562058289152	-0.274823	89.8243	31.3206
7421932185906577408	-0.133937	158.08	116.28
-4251398048237748224	0.212109	-10.8889	3.66217
-7566047373982433280	-0.143837	148.599	101.615
3891110078048108544	0.41786	-802.017	190.695
-5692549928996306944	0.31002	-44.8103	13.1314
5764607523034234880	-0.213734	38.7004	16.6389
-3170534137668829184	0.212109	-10.8889	3.66217
8286623314361712640	-0.187755	368.645	194.811
1297036692682702848	0.0424545	-212.397	496.939
-6557241057451442176	-0.249886	84.6007	32.4555
4899916394579099648	-0.114473	366.348	318.157
5044031582654955520	0.31002	-44.8103	13.1314
-6413125869375586304	0.223057	-189.626	83.564
-3314649325744685056	0.278919	-50.8675	16.8789
8142508126285856768	-0.22333	340.577	151.052
504403158265495552	-0.208949	29.5168	12.6477
1657324662872342528	-0.374269	162.85	42.2441
6989586621679009792	-0.22101	362.39	162.517
-4467570830351532032	0.0504842	-59.5319	114.941
3963167672086036480	-0.319232	316.783	97.9195
1513209474796486656	-0.519071	209.721	39.2105
1152921504606846976	0.161131	-7.10216	2.78709
-2954361355555045376	-0.0298551	55.4186	181.276
8214565720323784704	0.520006	-1139.56	217.951
-3242591731706757120	-0.0730889	51.0341	67.4565
1224979098644774912	-0.0469769	44.0876	90.7208
4827858800541171712	0.0358334	-156.431	432.76
-6629298651489370112	0.178145	-201.728	111.677
4755801206503243776	-0.387198	631.575	161.856
7061644215716937728	-0.221489	1020.55	459.317
-4395513236313604096	0.185739	-251.226	133.719
72057594037927936	-0.3169	23.8229	6.20192
288230376151711744	-0.158315	595.483	374.507
7277816997830721536	0.334526	-31.2941	8.0558
-4179340454199820288	0.383382	-173.181	43.911
3602879701896396800	0.143397	-622.082	432.122
-7854277750134145024	-0.0136489	8.34606	52.8215
-864691128455135232	0.368568	-221.004	58.6917
5980780305148018688	-0.14522	435.725	298.357
-5476377146882523136	-0.23276	40.1434	15.817
2594073385365405696	-0.139097	113.501	79.8795
-1873497444986126336	-0.242417	51.6	19.8731
3458764513820540928	0.101128	-168.178	164.314
-1008806316530991104	0.000343816	-1.39056	112.596
-7998392938210000896	0.48601	-249.541	50.1391
5116089176692883456	-0.022896	40.2294	170.337
6917529027641081856	-0.145825	290.464	197.501
-4539628424389459968	-0.736235	1994.84	269.816
4683743612465315840	-0.162481	529.926	324.53
-6773413839565225984	0.513417	-775.526	149.857
-6917529027641081856	-0.131186	131.2	98.2482
-5548434740920451072	-0.227058	180.386	78.0048
-5404319552844595200	0.0445071	-222.609	496.919
6052837899185946624	0.361501	-217.529	58.897
